 Image  path ,Prediction,Crystal,Other,Precipitate:,Clear,Well,Cocktail
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156870173201907041431.jpg,Precipitate,0.027807381,0.023432313,0.9251178,0.023642518,173, ['173'    '18_C0173'    'HR  Ionic  Liquid  5'    'Cholin  acetate'    'C7H17NO3'    '5%  (w/v)'    'Bis-Tris  Propane'    '0.09  M'    '8.8'    'PEG  3350'    '27%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156870949201907041408.jpg,Clear,0.09561675,0.024322294,0.022545882,0.8575151,949, ['949'    '18_C0949'    ''    'Potassium  nitrate'    'KNO3'    '0.1  M'    'CAPS'    '0.1  M'    '10'    'PEG  400'    '20%  (v/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156870355201907041425.jpg,Clear,0.41456783,0.027268048,0.03001795,0.52814615,355, ['355'    '18_C0355'    ''    'Rubidium  chloride'    'RbCl'    '0.1  M'    'HEPES'    '0.1  M'    '7.5'    'PEG  20000'    '24%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156870960201907041408.jpg,Clear,0.15297015,0.029092584,0.033032596,0.78490466,960, ['960'    '18_C0960'    ''    'Sodium  molybdate  dihydrate'    'Na2MoO4*2H2O'    '0.1  M'    'Tris'    '0.1  M'    '8'    'PEG  400'    '60%  (v/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156870622201907041417.jpg,Clear,0.02929559,0.040603243,0.050425574,0.87967545,622, ['622'    '18_C0622'    ''    'Ammonium  bromide'    'NH4Br'    '0.1  M'    'MES'    '0.1  M'    '6'    'PEG  4000'    '40%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156870692201907041415.jpg,Precipitate,0.024199542,0.024813093,0.9275054,0.023482021,692, ['692'    '18_C0692'    ''    'Magnesium  nitrate  hexahydrate'    'Mg(NO3)2*6H2O'    '0.1  M'    'MES'    '0.1  M'    '6'    'PEG  4000'    '40%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156871400201907041353.jpg,Precipitate,0.08331594,0.028719721,0.8349403,0.053023975,1400, ['1400'    '18_C1400'    'HR  Index  Screen  HT  E8'    'Potassium  chloride'    ''    '0.2M'    'HEPES'    '0.05M'    '7.5'    'Pentaerythritol  propoxylate  (5/4  PO/OH)'    '35%(v/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156871021201907041405.jpg,Clear,0.10928738,0.026122784,0.032541707,0.8320482,1021, ['1021'    '18_C1021'    '  HR  PEGRx  HT-F1'    'Succinic  acid    pH  7.0'    ''    '0.1  M'    'BICINE  '    '0.1  M'    '8.5'    'Polyethylene  glycol  monomethyl  ether  550'    '30%  v/v'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156871292201907041357.jpg,Clear,0.056365278,0.038223013,0.02912627,0.87628543,1292, ['1292'    '18_C1292'    'HR  Crystal  Screen  HT  D8'    '  Magnesium  Formate  dihydrate'    ''    '  0.2  M'    ''    ''    ''    ''    ''    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156870540201907041419.jpg,Clear,0.07184383,0.025924174,0.03953068,0.8627013,540, ['540'    '18_C0540'    ''    'Lithium  sulfate  monohydrate'    'Li2SO4*H2O'    '0.1  M'    'Bis-Tris  Propane'    '0.1  M'    '7'    'PEG  8000'    '40%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156871250201907041358.jpg,Crystals,0.9561451,0.014572569,0.012752291,0.016530152,1250, ['1250'    '18_C1250'    'HR  Crystal  Screen  HT  A2'    'Potassium  Sodium  Tartrate  tetrahydrate'    ''    '0.4M'    ''    ''    ''    ''    ''    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156870895201907041409.jpg,Precipitate,0.023612872,0.02345535,0.92669344,0.026238328,895, ['895'    '18_C0895'    ''    'Sodium  phosphate-monobasic'    'NaH2PO4'    '0.1  M'    'MES'    '0.1  M'    '6'    'PEG  400'    '40%  (v/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156870792201907041412.jpg,Crystals,0.47654727,0.27506492,0.1586316,0.08975622,792, ['792'    '18_C0792'    ''    'Magnesium  sulfate  heptahydrate'    'MgSO4*7H2O'    '0.1  M'    'TAPS'    '0.1  M'    '9'    'PEG  1000'    '40%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156870214201907041429.jpg,Precipitate,0.025985513,0.026037693,0.9240492,0.02392761,214, ['214'    '18_C0214'    'HR  Grid  Screen  Ammonium  Sulfate-D4'    'Ammonium  sulfate  '    ''    '3.0  M'    'HEPES'    '0.1  M'    '7.0'    ''    ''    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156871270201907041358.jpg,Clear,0.20180382,0.028126834,0.031962395,0.73810697,1270, ['1270'    '18_C1270'    'HR  Crystal  Screen  HT  B10'    '  Sodium  Acetate  trihydrate'    ''    '0.2  M  '    'Tris  Hydrochloride                  '    '  0.1  M  '    '8.5'    'PEG  4000'    '30%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156871273201907041358.jpg,Clear,0.07501873,0.02567604,0.025907993,0.8733973,1273, ['1273'    '18_C1273'    'HR  Crystal  Screen  HT  C1'    '  Sodium  Acetate  trihydrate'    ''    '  1.0  M'    '  Imidazole                '    '0.1  M'    '6.5'    ''    ''    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907041350-jpg/X0000156870120201907041432.jpg,Clear,0.10349094,0.026847685,0.026066879,0.84359455,120, ['120'    '18_C0120'    'HR  Ionic  Liquid  24'    '1-Butylpyridinium  chloride'    'C9H14ClN'    '5%  (w/v)'    'MES'    '0.09  M'    '5.8'    'PEG  3350'    '27%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
