 Image  path ,Prediction,Crystal,Other,Precipitate:,Clear,Well,Cocktail
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907031247-jpg/X0000156871022201907031302.jpg,Clear,0.024193851,0.024373736,0.027073447,0.924359,1022, ['1022'    '18_C1022'    '  HR  PEGRx  HT-F2'    'Lithium  sulfate  monohydrate'    ''    '0.1  M'    'Sodium  citrate  tribasic  dihydrate  '    '0.1  M'    '5.5'    'Polyethylene  glycol  1  000'    '20%  w/v'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907031247-jpg/X0000156870274201907031325.jpg,Clear,0.024047403,0.02615785,0.026307987,0.9234867,274, ['274'    '18_C0274'    ''    'Potassium  carbonate'    'K2CO3'    '0.1  M'    'Sodium  Acetate'    '0.1  M'    '5'    'PEG  20000'    '12%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907031247-jpg/X0000156871477201907031249.jpg,Clear,0.021077348,0.023618124,0.027705023,0.9275995,1477, ['1477'    '18_C1477'    'HR  SaltRx  Screen  HT  D1'    'Ammonium  nitrate'    ''    '2.5M'    'sodium  acetate  trihydrate'    '0.1M'    '4.6'    ''    ''    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907031247-jpg/X0000156870785201907031309.jpg,Precipitate,0.1140083,0.1542031,0.45687118,0.27491742,785, ['785'    '18_C0785'    ''    'Lithium  bromide'    'LiBr'    '0.1  M'    'TAPS'    '0.1  M'    '9'    'PEG  1000'    '40%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907031247-jpg/X0000156871260201907031255.jpg,Clear,0.036092054,0.06551541,0.025405457,0.8729871,1260, ['1260'    '18_C1260'    'HR  Crystal  Screen  HT  A12'    '  Magnesium  Chloride  hexahydrate'    ''    '  0.2  M'    '  HEPES  -  Na'    '0.1  M'    '7.5'    '  2-Propanol'    '30%  (v/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907031247-jpg/X0000156870597201907031315.jpg,Clear,0.02403457,0.025373327,0.02972704,0.920865,597, ['597'    '18_C0597'    ''    'Sodium  chloride'    'NaCl'    '0.1  M'    'Bis-Tris  Propane'    '0.1  M'    '7'    'PEG  4000'    '20%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907031247-jpg/X0000156871012201907031301.jpg,Precipitate,0.033362187,0.0638966,0.80104613,0.10169504,1012, ['1012'    '18_C1012'    '  HR  PEGRx  HT-E4'    '2-Propanol'    ''    '28%  v/v'    'BIS-TRIS  '    '0.1  M'    '6.5'    'Polyethylene  glycol  200'    '3%  v/v'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907031247-jpg/X0000156870415201907031320.jpg,Clear,0.023182377,0.024365064,0.028866071,0.92358655,415, ['415'    '18_C0415'    ''    'Magnesium  chloride  hexahydrate'    'MgCl2*6H2O'    '0.1  M'    'Tris'    '0.1  M'    '8'    'PEG  8000'    '20%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907031247-jpg/X0000156871168201907031258.jpg,Clear,0.03129554,0.056509428,0.34387872,0.56831634,1168, ['1168'    '18_C1168'    'HR  PEG/Ion  HT-B4'    'Magnesium  nitrate  hexahydrate'    ''    '0.2  M'    ''    ''    '5.9'    'PEG  3350'    '20%(w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015687-jpg/X000015687201907031247-jpg/X0000156870138201907031328.jpg,Precipitate,0.037776362,0.12364175,0.81265455,0.025927298,138, ['138'    '18_C0138'    'HR  Ionic  Liquid  18'    '1-Butyl-2  3-dimethylimidazolium  tetrafluoroborate'    'C9H17BF4N2'    '5%  (w/v)'    'HEPES'    '0.09  M'    '6.8'    'PEG  3350'    '27%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
