 Image  path ,Prediction,Crystal,Other,Precipitate:,Clear,Well,Cocktail
/home/ethan/Documents/github/models/research/marco/X000015685-jpg/X000015685201907041217-jpg/X0000156850448201907041249.jpg,Clear,0.07527385,0.026059356,0.03437774,0.86428905,448, ['448'    '18_C0448'    ''    'Potassium  phosphate  dibasic'    'K2HPO4'    '0.1  M'    'HEPES'    '0.1  M'    '7.5'    'PEG  8000'    '20%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015685-jpg/X000015685201907041217-jpg/X0000156850254201907041255.jpg,Clear,0.11309944,0.024342315,0.03438698,0.82817125,254, ['254'    '18_C0254'    ''    'Lithium  bromide'    'LiBr'    '0.1  M'    'TAPS'    '0.1  M'    '9'    'PEG  20000'    '12%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015685-jpg/X000015685201907041217-jpg/X0000156850062201907041301.jpg,Other,0.022944167,0.9169085,0.029106794,0.031040583,62, ['62'    '18_C0062'    'HR  Slice  pH  F2'    ''    ''    ''    'HEPES'    '0.5  M'    '6.8'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015685-jpg/X000015685201907041217-jpg/X0000156851436201907041222.jpg,Precipitate,0.032125648,0.025014473,0.9172254,0.025634455,1436, ['1436'    '18_C1436'    'HR  Index  Screen  HT  H8'    'Magnesium  formate  dihydrate'    ''    '0.10M'    ''    ''    ''    'PEG  3350'    '15%(w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015685-jpg/X000015685201907041217-jpg/X0000156850554201907041247.jpg,Precipitate,0.025705667,0.026195085,0.9250877,0.023011545,554, ['554'    '18_C0554'    ''    'Ammonium  phosphate-monobasic'    'NH4H2PO4'    '0.1  M'    'Bis-Tris  Propane'    '0.1  M'    '7'    'PEG  4000'    '20%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015685-jpg/X000015685201907041217-jpg/X0000156850864201907041239.jpg,Precipitate,0.025649965,0.025488883,0.9235694,0.02529182,864, ['864'    '18_C0864'    ''    'Magnesium  sulfate  heptahydrate'    'MgSO4*7H2O'    '0.1  M'    'Bis-Tris  Propane'    '0.1  M'    '7'    'PEG  400'    '40%  (v/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015685-jpg/X000015685201907041217-jpg/X0000156851066201907041232.jpg,Clear,0.09431098,0.025766576,0.028363852,0.85155857,1066, ['1066'    '18_C1066'    '(1:1)  Silver  Bullet  A10  (HR2-096)  +  30%  PEG3350    pH  6.8'    'Silver  Bullet  A10'    ''    ''    'HEPES'    '0.05  M'    '6.8'    'PEG  3350'    '15%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015685-jpg/X000015685201907041217-jpg/X0000156851415201907041221.jpg,Other,0.226824,0.65113235,0.08318096,0.038862675,1415, ['1415'    '18_C1415'    'HR  Index  Screen  HT  F11'    'Sodium  chloride'    ''    '0.20M'    'BIS-TRIS'    '0.1M'    '6.5'    'PEG  3350'    '25%(w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015685-jpg/X000015685201907041217-jpg/X0000156850335201907041253.jpg,Clear,0.040669817,0.02144785,0.047545463,0.8903369,335, ['335'    '18_C0335'    ''    'Magnesium  sulfate  heptahydrate'    'MgSO4*7H2O'    '0.1  M'    'Sodium  Acetate'    '0.1  M'    '5'    'PEG  20000'    '12%  (w/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
/home/ethan/Documents/github/models/research/marco/X000015685-jpg/X000015685201907041217-jpg/X0000156850960201907041236.jpg,Clear,0.2954384,0.025759505,0.029631186,0.649171,960, ['960'    '18_C0960'    ''    'Sodium  molybdate  dihydrate'    'Na2MoO4*2H2O'    '0.1  M'    'Tris'    '0.1  M'    '8'    'PEG  400'    '60%  (v/v)'    ''    ''    ''    ''    ''    ''    ''    ''] 
